City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Buta,CD,2.7858,24.73,79.27,48,0,3.11,clear sky
347,Rosarito,MX,32.3333,-117.0333,51.8,35,1,3.85,clear sky
348,Aswan,EG,24.0934,32.907,69.8,49,0,13.04,clear sky
349,Eldorado,BR,-23.7869,-54.2836,73.11,91,100,0.29,overcast clouds
350,Kurilsk,RU,45.2333,147.8833,18.09,88,100,17.63,overcast clouds
351,Ust-Kulom,RU,61.6864,53.6902,-10.21,87,0,7.09,clear sky
352,Ukiah,US,39.1502,-123.2078,46.0,93,90,0.85,mist
353,Naze,JP,28.3667,129.4833,59.0,63,75,4.61,broken clouds
354,Maniitsoq,GL,65.4167,-52.9,28.42,98,100,9.1,snow
355,Saint-Joseph,RE,-21.3667,55.6167,84.2,84,75,16.11,broken clouds
356,San Quintin,MX,30.4833,-115.95,56.55,60,0,3.91,clear sky
357,Leningradskiy,RU,69.3833,178.4167,-21.41,84,100,12.48,overcast clouds
358,Kisangani,CD,0.5167,25.2,81.32,62,0,2.75,clear sky
359,Teahupoo,PF,-17.8333,-149.2667,80.6,69,75,4.61,light rain
360,Itupiranga,BR,-5.1347,-49.3267,73.4,100,90,1.83,very heavy rain
361,Half Moon Bay,US,37.4636,-122.4286,53.01,93,1,5.68,mist
362,Mubi,NG,10.2676,13.2644,74.75,19,99,6.69,overcast clouds
363,Tilichiki,RU,60.4667,166.1,-9.63,91,100,11.74,overcast clouds
364,Narsaq,GL,60.9167,-46.05,42.8,36,75,12.66,broken clouds
365,Nishihara,JP,26.1842,127.7558,66.2,55,90,6.91,overcast clouds
366,Concepcion,CL,-36.827,-73.0498,57.2,94,90,4.61,overcast clouds
367,Mangrol,IN,21.1167,70.1167,82.45,41,25,10.25,scattered clouds
368,Chiredzi,ZW,-21.05,31.6667,81.23,70,0,10.2,light rain
369,Rio Cuarto,AR,-33.1307,-64.3499,72.0,92,86,1.99,overcast clouds
370,Collie,AU,-33.3667,116.15,88.25,16,0,6.78,clear sky
371,Tahe,CN,52.3333,124.7333,-4.32,86,100,0.89,overcast clouds
372,Chulman,RU,56.8479,124.9104,-20.16,86,100,1.3,overcast clouds
373,Urengoy,RU,65.9667,78.3667,-17.1,85,84,9.84,broken clouds
374,Zalantun,CN,48.0,122.7167,7.52,84,0,0.34,clear sky
375,Meulaboh,ID,4.1363,96.1285,83.8,67,61,5.06,broken clouds
376,Thunder Bay,CA,48.4001,-89.3168,24.8,93,90,6.91,overcast clouds
377,Bodden Town,KY,19.2833,-81.25,77.0,86,100,25.01,overcast clouds
378,Chapais,CA,49.7834,-74.8492,8.6,85,40,4.61,light snow
379,Jacksonville,US,30.3322,-81.6556,48.2,81,75,2.3,broken clouds
380,Coquimbo,CL,-29.9533,-71.3436,57.2,88,0,3.44,clear sky
381,Ishim,RU,56.1128,69.4902,-6.81,90,100,11.83,overcast clouds
382,Bose,IT,45.4612,8.0137,27.0,76,0,3.67,clear sky
383,Monrovia,LR,6.3005,-10.7969,73.4,100,75,8.08,light rain
384,Tungor,RU,53.3808,142.9564,-11.24,87,100,10.83,overcast clouds
385,Kitgum,UG,3.2783,32.8867,85.41,31,66,1.32,broken clouds
386,Araguaina,BR,-7.1911,-48.2072,73.74,89,100,0.67,light rain
387,Sioux Lookout,CA,50.1001,-91.917,24.8,86,90,5.75,light snow
388,Sao Filipe,CV,14.8961,-24.4956,69.24,72,100,19.69,overcast clouds
389,Biak,ID,-0.9131,122.8766,84.54,70,32,0.76,light rain
390,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.37,87,100,17.2,overcast clouds
391,Pangai,TO,-19.8,-174.35,80.6,89,75,12.66,broken clouds
392,Westerland,DE,54.9079,8.3033,42.8,93,90,18.41,light rain
393,Eyemouth,GB,55.8713,-2.0901,43.0,90,100,5.01,overcast clouds
394,Rawson,AR,-43.3002,-65.1023,57.0,36,0,14.43,clear sky
395,Mehamn,NO,71.0357,27.8492,17.6,67,0,26.46,clear sky
396,Rosendal,NO,59.9867,6.0135,34.0,100,75,5.75,light snow
397,Severo-Yeniseyskiy,RU,60.3725,93.0408,-18.94,89,100,1.97,overcast clouds
398,Beringovskiy,RU,63.05,179.3167,-21.86,82,0,13.51,clear sky
399,Morondava,MG,-20.2833,44.2833,85.78,66,9,5.88,clear sky
400,Oranjemund,NA,-28.55,16.4333,64.02,80,60,11.1,broken clouds
401,Benguela,AO,-12.5763,13.4055,77.5,65,93,0.72,overcast clouds
402,Martinho Campos,BR,-19.3317,-45.2369,68.83,94,100,1.14,light rain
403,Maceio,BR,-9.6658,-35.7353,75.2,88,20,3.44,few clouds
404,Husavik,IS,66.0449,-17.3389,24.8,74,90,3.44,light snow
405,Port Hardy,CA,50.6996,-127.4199,46.4,93,90,26.46,mist
406,Najran,SA,17.4924,44.1277,57.2,41,20,2.3,few clouds
407,Tynset,NO,62.2759,10.7824,-2.2,84,75,3.71,light snow
408,Moyale,KE,3.5167,39.0584,76.84,41,0,9.1,clear sky
409,Buala,SB,-8.145,159.5921,81.28,81,100,5.1,light rain
410,Los Llanos De Aridane,ES,28.6585,-17.9182,59.0,51,75,8.05,broken clouds
411,Malangwa,NP,26.8568,85.5581,75.51,41,0,6.13,clear sky
412,Mocuba,MZ,-16.8392,36.9856,90.61,55,92,3.27,overcast clouds
413,San Cristobal,VE,7.7669,-72.225,63.52,90,24,2.75,few clouds
414,Neuquen,AR,-38.9516,-68.0591,64.4,55,20,2.3,few clouds
415,Rabaul,PG,-4.1967,152.1721,83.25,75,100,9.4,moderate rain
416,Mwense,ZM,-10.3845,28.698,68.16,91,100,5.3,overcast clouds
417,Ayagoz,KZ,47.9714,80.4392,17.85,88,99,6.2,overcast clouds
418,Talcahuano,CL,-36.7167,-73.1167,57.2,94,90,4.61,overcast clouds
419,Ilo,PE,-17.6394,-71.3375,69.62,75,100,7.63,overcast clouds
420,Mogadishu,SO,2.0371,45.3438,79.93,63,41,22.28,scattered clouds
421,Lavumisa,SZ,-27.31,31.892,81.95,59,36,4.59,scattered clouds
422,Krasnyy Gulyay,RU,54.0282,48.3333,-0.4,85,99,6.71,overcast clouds
423,Ocampo,MX,21.65,-101.5,47.41,52,0,6.38,clear sky
424,Bensonville,LR,6.4461,-10.6125,73.4,100,75,1.92,broken clouds
425,Whitianga,NZ,-36.8333,175.7,71.01,64,0,7.0,clear sky
426,Bambanglipuro,ID,-7.95,110.2833,84.78,74,72,11.77,broken clouds
427,Srandakan,ID,-7.9386,110.2506,84.81,75,75,11.68,broken clouds
428,Berdigestyakh,RU,62.0989,126.6992,-29.52,84,100,2.37,overcast clouds
429,Sakakah,SA,29.9697,40.2064,51.8,62,0,4.61,clear sky
430,Balabac,PH,7.9868,117.0645,81.91,79,100,21.59,moderate rain
431,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.37,97,100,2.3,overcast clouds
432,Zatoka,UA,46.0725,30.4654,32.0,93,20,4.47,light snow
433,Padang,ID,-0.9492,100.3543,86.0,70,40,10.36,scattered clouds
434,Kiruna,SE,67.8557,20.2251,-4.0,84,90,2.3,light snow
435,Chkalovskoye,RU,44.8392,133.0436,5.54,91,0,2.28,clear sky
436,Shimoda,JP,34.6667,138.95,44.6,45,75,16.11,broken clouds
437,Nkhata Bay,MW,-11.6066,34.2907,72.5,87,100,6.96,moderate rain
438,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,8.6,66,100,11.18,overcast clouds
439,Adrar,MR,20.5022,-10.0711,53.06,47,100,13.96,overcast clouds
440,Ozinki,RU,51.1786,49.6769,20.44,98,100,6.31,overcast clouds
441,Namwala,ZM,-15.7504,26.4384,70.12,94,100,4.18,moderate rain
442,Goderich,CA,43.7501,-81.7165,30.2,74,100,8.05,overcast clouds
443,Dingle,PH,10.9995,122.6711,76.28,87,100,13.73,light rain
444,Bela Vista,BR,-22.1089,-56.5211,75.07,85,1,6.13,clear sky
445,Kasongo-Lunda,CD,-6.4667,16.8167,75.83,74,39,1.03,scattered clouds
446,Yatou,CN,37.15,122.3833,28.44,90,100,7.14,overcast clouds
447,Basco,PH,20.4487,121.9702,70.43,76,46,18.12,scattered clouds
448,Solnechnyy,RU,50.7214,136.6319,-9.78,88,83,3.87,broken clouds
449,Gillette,US,44.2911,-105.5022,26.6,54,1,9.22,clear sky
450,Yangambi,CD,0.8102,24.4336,82.31,60,0,1.7,clear sky
451,Altay,CN,47.8667,88.1167,15.98,85,63,0.98,broken clouds
452,Namatanai,PG,-3.6667,152.4333,84.11,70,100,4.76,overcast clouds
453,Andenes,NO,69.3143,16.1194,27.0,68,0,18.41,clear sky
454,Gallup,US,35.5281,-108.7426,15.8,85,1,2.48,clear sky
455,Port-Gentil,GA,-0.7193,8.7815,78.8,94,40,5.75,scattered clouds
456,Gazanjyk,TM,39.2446,55.5154,50.5,42,0,8.52,clear sky
457,Warrington,GB,53.3925,-2.5802,44.01,81,90,10.36,overcast clouds
458,Sitka,US,57.0531,-135.33,41.0,81,90,12.66,moderate rain
459,Palauig,PH,15.435,119.9045,80.2,58,22,6.13,few clouds
460,Ninghai,CN,29.2892,121.4247,51.01,23,0,11.18,clear sky
461,Flinders,AU,-34.5833,150.8552,81.0,62,0,4.0,clear sky
462,Novopokrovka,UA,49.8425,36.5477,30.2,74,90,6.71,overcast clouds
463,Huarmey,PE,-10.0681,-78.1522,69.33,87,80,6.98,broken clouds
464,Haapiti,PF,-17.5667,-149.8667,80.6,69,75,4.61,light rain
465,Oyama,JP,36.3,139.8,46.99,33,75,4.61,broken clouds
466,Turinskaya Sloboda,RU,57.6232,64.3858,-9.08,89,100,9.98,overcast clouds
467,Juye,CN,35.3947,116.0883,36.43,57,0,12.1,clear sky
468,Belgaum,IN,15.8667,74.5,84.2,48,40,13.8,scattered clouds
469,Chengde,CN,40.9725,117.9361,21.87,70,0,10.67,clear sky
470,Hamilton,US,39.1834,-84.5333,30.0,86,90,3.44,overcast clouds
471,College,US,64.8569,-147.8028,14.0,79,75,8.05,broken clouds
472,Atbasar,KZ,51.8,68.3333,18.34,97,100,6.22,light snow
473,Sovetskiy,RU,61.3614,63.5842,-22.34,86,0,5.7,clear sky
474,Jiuquan,CN,39.7432,98.5174,27.34,78,0,8.34,clear sky
475,Garden City,US,42.3256,-83.331,28.99,86,90,8.05,mist
476,Port Blair,IN,11.6667,92.75,82.65,72,1,14.45,clear sky
477,Lompoc,US,34.6391,-120.4579,53.6,93,1,3.44,clear sky
478,Sayan,PE,-11.1361,-77.1933,68.72,74,59,2.06,broken clouds
479,Finnsnes,NO,69.2296,17.9811,3.2,92,20,6.98,few clouds
480,Marsh Harbour,BS,26.5412,-77.0636,68.36,60,96,11.01,overcast clouds
481,Ust-Kan,RU,50.9276,84.761,22.35,84,78,9.84,broken clouds
482,Talalayivka,UA,50.9578,31.9209,26.13,95,65,3.83,broken clouds
483,Pemba,MZ,-12.974,40.5178,84.2,74,75,4.61,broken clouds
484,Obuasi,GH,6.206,-1.6619,72.03,96,41,1.3,scattered clouds
485,Castro,BR,-24.7911,-50.0119,64.38,96,100,4.0,overcast clouds
486,Anloga,GH,5.7947,0.8973,78.8,94,75,9.22,broken clouds
487,Krasnoshchekovo,RU,51.6708,82.7289,26.35,84,100,27.16,overcast clouds
488,Endicott,US,42.0984,-76.0494,24.8,86,90,0.65,overcast clouds
489,Macenta,GN,8.5435,-9.471,68.97,94,96,0.98,overcast clouds
490,Birao,CF,10.2849,22.7882,72.14,20,37,11.52,scattered clouds
491,Bikaner,IN,28.0167,73.3,69.42,22,0,6.02,clear sky
492,Rundu,NA,-17.9333,19.7667,70.25,82,100,0.29,overcast clouds
493,Vikhorevka,RU,56.1201,101.1636,1.4,78,75,11.18,light snow
494,Alpine,US,32.835,-116.7664,48.99,61,1,3.38,clear sky
495,Nichinan,JP,31.6,131.3667,48.2,49,75,3.44,broken clouds
496,Iquique,CL,-20.2208,-70.1431,69.8,64,0,8.05,clear sky
497,Mineiros,BR,-17.5694,-52.5511,69.67,88,93,2.8,overcast clouds
498,Roseland,US,38.4221,-122.728,48.0,93,90,1.59,fog
499,Salto,UY,-31.3833,-57.9667,75.11,91,100,4.85,overcast clouds
500,Verkhniye Kigi,RU,55.4083,58.6044,1.9,92,100,10.47,light snow
501,Tiznit,MA,29.5833,-9.5,46.24,91,51,6.17,broken clouds
502,Yerbogachen,RU,61.2767,108.0108,-19.52,86,100,5.59,overcast clouds
503,Mozarlandia,BR,-14.7447,-50.5706,72.57,92,100,3.38,moderate rain
504,Olafsvik,IS,64.8945,-23.7142,28.54,90,0,19.71,clear sky
505,Eatonton,US,33.3268,-83.3885,37.99,81,94,1.01,overcast clouds
506,Henties Bay,NA,-22.116,14.2845,69.01,84,100,5.01,overcast clouds
507,Tuatapere,NZ,-46.1333,167.6833,57.99,73,81,11.01,broken clouds
508,Shonguy,RU,68.7526,33.146,-7.6,77,20,2.24,few clouds
509,Kalaleh,IR,37.3807,55.4916,55.4,26,0,4.61,clear sky
510,Maningrida,AU,-12.0667,134.2667,89.74,58,95,4.38,overcast clouds
511,Azare,NG,11.6765,10.1948,65.89,27,0,6.91,clear sky
512,Carutapera,BR,-1.195,-46.02,76.77,90,0,6.4,clear sky
513,Clyde River,CA,70.4692,-68.5914,6.8,85,90,13.8,light snow
514,Kampene,CD,-3.6,26.6667,78.22,71,26,1.81,light rain
515,Lavrentiya,RU,65.5833,-171.0,-14.4,82,87,12.86,overcast clouds
516,Santa Fe,AR,-31.6333,-60.7,74.3,91,98,9.6,moderate rain
517,Antofagasta,CL,-23.65,-70.4,62.6,72,20,3.44,few clouds
518,Okakarara,NA,-20.5833,17.4333,70.77,72,100,6.96,overcast clouds
519,Mitu,CO,1.1983,-70.1733,70.03,98,48,2.08,scattered clouds
520,Salta,AR,-24.7859,-65.4117,69.8,88,0,2.3,clear sky
521,Tuzha,RU,57.6062,47.936,2.82,93,100,9.37,light snow
522,La Rioja,ES,42.25,-2.5,37.4,65,20,16.11,few clouds
523,Klaksvik,FO,62.2266,-6.589,32.0,74,75,17.27,light snow
524,Northam,GB,51.0333,-4.2167,45.0,88,100,10.0,overcast clouds
525,Bintulu,MY,3.1667,113.0333,82.4,83,40,2.3,scattered clouds
526,Arman,RU,59.7,150.1667,-4.68,81,100,10.92,overcast clouds
527,Krasnoselkup,RU,65.7,82.4667,-14.8,85,100,11.25,overcast clouds
528,Fukue,JP,32.6881,128.8419,44.6,57,75,2.3,broken clouds
529,Falam,MM,22.9167,93.6833,73.17,36,100,2.44,overcast clouds
530,Lovington,US,32.944,-103.3485,23.0,93,1,9.22,mist
531,Lewiston,US,44.1003,-70.2148,23.0,79,1,3.44,clear sky
532,Ciudad Bolivar,VE,8.1222,-63.5497,73.76,88,17,8.95,few clouds
533,Tomatlan,MX,19.9333,-105.25,59.95,74,0,2.66,clear sky
534,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,100,75,8.05,light intensity drizzle
535,Iquitos,PE,-3.7481,-73.2472,73.4,94,0,2.42,clear sky
536,Madison,US,34.7334,-86.5667,36.0,69,90,4.61,overcast clouds
537,Kaeo,NZ,-35.1,173.7833,71.01,66,53,5.99,broken clouds
538,Sanford,US,28.8006,-81.2731,51.01,87,1,3.27,clear sky
539,Fuyang,CN,32.9,115.8167,41.31,52,0,16.2,clear sky
540,Kraskino,RU,42.7114,130.7794,18.39,75,100,1.77,overcast clouds
541,Cururupu,BR,-1.8283,-44.8683,76.03,91,100,3.69,overcast clouds
542,Hlohovec,SK,48.4317,17.8031,24.01,93,0,3.44,clear sky
543,San Jose,US,37.3394,-121.895,51.01,76,75,3.44,broken clouds
544,Santa Maria,BR,-29.6842,-53.8069,75.07,81,81,4.16,broken clouds
545,Aviles,ES,43.5547,-5.9248,39.99,87,40,4.61,scattered clouds
546,Ilebo,CD,-4.3167,20.5833,75.67,90,100,0.85,light rain
547,Nizhniy Ingash,RU,56.2,96.53,3.96,91,100,9.04,overcast clouds
548,Changji,CN,44.0167,87.3167,-2.2,78,40,2.24,mist
549,Pingdingshan,CN,33.7385,113.3012,42.58,46,0,23.4,clear sky
550,Malatya,TR,38.5,38.0,33.8,93,90,1.14,mist
551,Jiangyou,CN,31.7667,104.7167,46.09,43,0,10.89,clear sky
552,Along,IN,28.1667,94.7667,70.99,48,61,1.83,broken clouds
553,Cody,US,44.5263,-109.0565,24.01,73,1,3.44,clear sky
554,Megion,RU,61.0296,76.1136,-22.0,69,0,4.47,clear sky
555,Hervey Bay,AU,-25.2986,152.8535,78.01,66,96,7.0,overcast clouds
556,Gasa,PS,31.5,34.4667,66.99,50,0,5.01,clear sky
557,Santa Cruz Del Norte,CU,23.1539,-81.9236,62.6,82,20,3.44,few clouds
558,North Battleford,CA,52.7834,-108.2847,6.8,85,1,2.3,mist
559,Kudahuvadhoo,MV,2.6708,72.8944,80.87,74,55,11.41,broken clouds
560,Aguimes,ES,27.9054,-15.4461,57.2,67,40,8.05,scattered clouds
561,Peniche,PT,39.3558,-9.3811,35.01,61,0,8.99,clear sky
562,Illela,NG,13.7292,5.2975,68.76,23,0,11.45,clear sky
563,Nakhodka,RU,42.8333,132.8947,15.82,74,100,1.66,overcast clouds
564,Nueva Guinea,NI,11.6876,-84.4562,69.03,98,83,4.7,broken clouds
565,Balkanabat,TM,39.5108,54.3671,51.31,42,4,7.07,clear sky
566,Ca Mau,VN,9.1769,105.15,84.07,56,96,5.79,overcast clouds
567,Pacifica,US,37.6138,-122.4869,53.01,93,1,6.87,mist
568,Grand Forks,US,47.9417,-97.4337,23.0,93,100,1.99,overcast clouds
569,Pali,IN,25.7667,73.3333,74.21,24,0,10.71,clear sky
570,Tarko-Sale,RU,64.9225,77.785,-24.39,84,25,8.52,scattered clouds
571,Patharia,IN,23.9,79.2,78.24,39,0,3.69,clear sky
572,Ancona,IT,43.55,13.1667,39.2,93,90,8.05,overcast clouds
573,Ust-Nera,RU,64.5667,143.2,-30.5,72,100,2.91,overcast clouds
574,Taoudenni,ML,22.6783,-3.9836,56.19,41,93,10.22,overcast clouds
575,Korla,CN,41.7597,86.1469,22.6,78,0,10.22,clear sky
576,Moree,AU,-29.4667,149.85,87.8,27,0,9.22,clear sky
577,Joshimath,IN,30.5667,79.5667,61.81,20,0,5.97,clear sky
578,Aloleng,PH,16.1307,119.7824,79.84,63,0,11.27,clear sky
579,Martapura,ID,-3.4167,114.85,86.0,70,75,6.91,broken clouds
580,Koumac,NC,-20.5667,164.2833,84.25,78,100,8.55,overcast clouds
581,Lena,ES,43.1,-5.7333,39.0,76,97,6.76,overcast clouds
582,Bulgan,MN,48.8125,103.5347,11.48,83,64,7.85,broken clouds
583,Ugoofaaru,MV,5.6667,73.0,82.02,68,98,5.08,overcast clouds
584,Cabedelo,BR,-6.9811,-34.8339,78.8,83,75,4.61,broken clouds
585,Dobre Miasto,PL,53.9867,20.3975,30.2,93,90,8.05,overcast clouds
586,Niquero,CU,20.0431,-77.5828,71.89,91,100,15.59,overcast clouds
587,Mopti,ML,14.6667,-4.0,69.8,40,0,6.91,clear sky
588,Umm Lajj,SA,25.0213,37.2685,80.37,32,0,9.57,clear sky
589,Tarakan,ID,3.3,117.6333,86.0,74,40,8.05,scattered clouds
590,Podporozhye,RU,60.9112,34.1706,2.17,93,79,3.96,broken clouds
591,Bongandanga,CD,1.5,21.05,82.31,58,0,0.85,clear sky
592,Nelson Bay,AU,-32.7167,152.15,78.8,50,0,18.41,clear sky
593,Chizhou,CN,30.6578,117.4831,42.82,51,64,13.0,broken clouds
594,Mizan Teferi,ET,6.9833,35.5833,77.94,42,7,2.1,clear sky
595,Katherine,AU,-14.4667,132.2667,98.6,34,75,11.5,broken clouds
596,Merauke,ID,-8.4667,140.3333,83.66,71,100,5.77,overcast clouds
597,Sukumo,JP,32.9333,132.7333,45.54,55,9,1.86,clear sky
598,Tamandare,BR,-8.7597,-35.1047,76.5,81,100,6.98,overcast clouds
599,Bokajan,IN,26.0167,93.7833,71.6,60,16,7.18,haze
600,Alyangula,AU,-13.8483,136.4192,82.4,89,40,4.61,scattered clouds
601,Salamiyah,SY,35.0113,37.0532,56.95,36,0,0.89,clear sky
602,Karakol,KG,42.4907,78.3936,24.71,86,0,1.23,clear sky
603,Kapit,MY,2.0167,112.9333,79.93,82,88,1.16,light rain
604,Methoni,GR,36.8197,21.7049,64.4,72,75,9.91,broken clouds
605,Curillo,CO,1.0333,-75.9191,70.97,98,78,0.25,moderate rain
606,Chaoyang,CN,41.5703,120.4586,24.64,69,0,6.11,clear sky
607,Kati,ML,12.7441,-8.0726,71.6,33,0,11.5,clear sky
608,Hanstholm,DK,57.1167,8.6167,42.01,93,100,10.0,overcast clouds
609,Zhaotong,CN,27.3167,103.7167,30.4,79,91,7.58,overcast clouds
610,Byron Bay,AU,-28.65,153.6167,77.0,61,90,12.66,overcast clouds
611,Kalabo,ZM,-14.97,22.6814,71.35,84,100,10.22,overcast clouds
612,Piacabucu,BR,-10.4056,-36.4344,76.23,81,96,9.1,overcast clouds
613,Diffa,NE,13.3154,12.6113,69.1,35,0,11.9,clear sky
614,Chivay,PE,-15.6383,-71.6011,44.89,69,100,2.33,overcast clouds
615,Iwaki,JP,37.05,140.8833,42.01,45,98,4.0,overcast clouds
616,Matara,LK,5.9485,80.5353,83.7,69,82,6.4,broken clouds
617,San Rafael,AR,-34.6177,-68.3301,68.81,56,0,5.44,clear sky
618,Tortoli,IT,39.9256,9.6572,48.2,87,40,14.97,light rain
619,Zwedru,LR,6.0667,-8.1281,70.65,98,84,2.21,broken clouds
620,Veraval,IN,20.9,70.3667,83.75,43,49,7.96,scattered clouds
621,Makakilo City,US,21.3469,-158.0858,75.2,73,1,8.34,clear sky
622,Bilma,NE,18.6853,12.9164,67.32,24,0,8.46,clear sky
623,Kindersley,CA,51.4668,-109.1682,12.2,85,1,6.91,clear sky
624,Houma,US,29.5958,-90.7195,39.99,100,90,14.97,mist
625,Hondo,JP,32.45,130.2,44.6,57,75,11.5,broken clouds
626,Abeche,TD,13.8292,20.8324,69.8,19,0,16.11,clear sky
627,Crossville,US,35.949,-85.0269,30.0,86,75,1.66,broken clouds
628,Tessalit,ML,20.1986,1.0114,59.32,43,59,11.65,broken clouds
629,Isla Vista,US,34.4133,-119.861,53.01,81,1,3.44,clear sky
630,Hailun,CN,47.45,126.9333,0.46,93,100,7.16,overcast clouds
631,Noumea,NC,-22.2763,166.4572,86.0,74,100,6.91,light rain
632,Marabba,SD,12.35,32.1833,79.45,25,0,13.49,clear sky
633,Joao Pinheiro,BR,-17.7425,-46.1725,68.77,93,100,4.18,moderate rain
634,Kvareli,GE,41.9524,45.8151,52.34,51,100,0.89,overcast clouds
635,Cockburn Town,TC,21.4612,-71.1419,77.76,80,100,16.02,overcast clouds
636,Oriximina,BR,-1.7656,-55.8661,73.31,95,100,2.73,overcast clouds
637,Lawrenceburg,US,38.0373,-84.8966,26.6,80,1,3.62,haze
638,Dolinsk,RU,47.35,142.8,10.4,79,75,2.24,light snow
639,Belousovka,KZ,50.1339,82.5239,23.0,58,75,15.66,snow
640,Haines Junction,CA,60.7522,-137.5108,14.0,92,100,1.14,overcast clouds
641,Riyadh,SA,24.6877,46.7219,57.2,67,0,4.61,clear sky
642,Zhoucheng,CN,35.9122,116.3117,35.17,58,0,12.5,clear sky
643,Axim,GH,4.8699,-2.2405,78.96,86,26,7.29,scattered clouds
644,Tigil,RU,57.8,158.6667,5.9,90,80,6.82,broken clouds
645,Zharkovskiy,RU,55.849,32.2697,7.39,95,94,1.32,overcast clouds
646,Wajima,JP,37.4,136.9,33.8,75,75,3.44,broken clouds
647,Smestad,NO,59.9333,10.6667,21.99,100,90,3.15,fog
648,Visby,SE,57.6409,18.296,35.01,86,75,6.91,broken clouds
649,Zhangye,CN,38.9342,100.4517,24.22,58,98,6.31,overcast clouds
650,Banjar,ID,-8.19,114.9675,89.6,66,40,6.91,scattered clouds
651,Prince Rupert,CA,54.3161,-130.3201,44.6,87,90,17.27,moderate rain
652,Disna,BY,55.568,28.1971,13.95,97,100,5.03,overcast clouds
653,Ankpa,NG,7.3706,7.6253,73.42,79,0,2.95,clear sky
654,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.4,87,75,14.97,broken clouds
655,Uruzgan,AF,32.8333,66.0,42.44,32,0,3.83,clear sky
656,Estelle,US,29.8458,-90.1067,41.0,100,90,11.5,moderate rain
657,Tabas,IR,33.5959,56.9244,50.85,32,0,1.21,clear sky
658,Joura,IN,26.3411,77.8115,68.9,27,0,8.34,clear sky
659,Ust-Kut,RU,56.7938,105.7672,1.4,89,100,5.59,overcast clouds
660,Hamada,JP,34.8833,132.0833,41.0,60,75,5.75,broken clouds
661,Baoying,CN,33.2292,119.3092,39.72,59,0,12.66,clear sky
662,Matamoros,MX,25.5333,-103.25,44.01,49,0,3.0,clear sky
663,Zeerust,ZA,-25.5369,26.0751,68.0,94,75,11.5,light rain
664,Acari,PE,-15.4311,-74.6158,71.02,66,100,3.49,overcast clouds
665,Westport,US,41.1415,-73.3579,27.0,68,1,5.55,clear sky
666,Bac Lieu,VN,9.285,105.7244,82.45,60,41,11.65,scattered clouds
667,Las Palmas,ES,28.4204,-14.0131,57.2,72,20,8.05,few clouds
668,Gizo,SB,-8.103,156.8419,79.11,86,100,4.68,moderate rain
669,Bonavista,CA,48.6499,-53.1147,30.99,100,100,5.75,overcast clouds
670,Shizukuishi,JP,39.6833,140.9833,30.2,59,75,10.36,broken clouds
671,Luau,AO,-10.7073,22.2247,66.81,96,100,2.98,overcast clouds
672,San Francisco,US,37.7749,-122.4194,53.6,76,20,6.13,few clouds
673,Puerto Escondido,MX,15.85,-97.0667,73.8,77,100,4.7,overcast clouds
674,Praia,CV,14.9215,-23.5087,69.8,64,75,19.57,broken clouds
675,Banepa,NP,27.6298,85.5214,66.2,34,20,3.44,haze
676,San Luis,AR,-33.295,-66.3356,69.87,77,100,7.54,light rain
677,Paita,PE,-5.0892,-81.1144,69.78,82,48,6.29,scattered clouds
